BTUNGPLHEAT,KWHOTH,KWHSPH,KWHCOL,KWHWTH,SQFTEST_x,FUELHEAT_x,TYPEHUQ_x,MONPOOL,ELWATER_x,BEDROOMS,kwh
0.3474463,2562.5288,314.5519,938.25586,12.022657,1180,1,2,-2,0,3,4665.22
4.129922,4540.0464,-88.09719,-390.87402,-133.35841,800,1,2,-2,0,4,14089.99
1.1271813,5333.586,6293.81,2768.6833,3471.5178,1780,5,2,0,1,4,23626.28
0.44979075,4468.71,6113.23,1680.671,2429.067,1300,5,2,-2,1,3,15040.52
-0.36133862,5116.6343,881.4961,4240.433,91.33671,2000,1,2,-2,0,3,12847.76
-1.5045029,6284.706,8353.108,1848.1654,4550.066,1460,5,2,-2,1,2,25294.82
-0.34973595,3974.7974,30.338535,932.6548,-207.60957,1050,1,4,-2,0,2,5456.55
51.775875,20677.031,-46.920345,8997.698,71.48039,3500,1,2,5,0,4,42906.81
1.5855408,6306.067,4978.5576,130.12003,8730.639,2400,3,2,-2,1,5,14792.94
-0.55432796,2946.1418,-16.614052,2125.6658,4803.7397,780,-2,5,-2,1,1,10972.66
0.40172958,2301.9456,127.80957,2708.2898,1826.8179,810,5,5,-2,1,1,7749.16
-10.763781,9576.24,-91.697205,569.1019,-56.837402,2500,1,2,-2,0,6,10299.14
-0.77347964,3930.6055,1606.2458,1420.6393,938.781,1270,5,3,-2,1,3,4768.22
0.25341186,4902.706,3301.695,2667.729,5236.6904,960,5,2,-2,1,3,17606.33
-3.102119,6004.47,71.50767,1875.0016,59.77559,1180,2,2,-2,0,2,10694.82
-0.01219989,4487.4033,245.3245,3246.856,107.21007,2490,1,2,-2,0,2,9237.88
2.592052,2914.3752,6330.1104,356.72256,1229.7391,1240,5,2,-2,1,3,11746.91
1.1025984,5071.2485,-22.494438,1802.7003,36.37233,770,1,2,-2,0,2,6586
0.03779585,1205.9698,2422.434,634.7587,234.62523,750,5,5,-2,0,2,3101.53
0.49161467,4218.666,1975.6411,1149.192,2963.241,2000,1,4,-2,1,2,9528.87
-0.05931814,5004.718,107.11828,1848.3599,23.038387,1750,1,3,-2,0,4,6543.02
-0.39006412,2204.5325,-44.704426,336.3607,24.916143,560,3,5,-2,0,1,4938.73
0.14602922,5079.1675,3470.5422,3484.696,109.44374,900,1,2,-2,0,4,10591.22
0.10469186,3679.5737,3682.5444,1846.3262,2677.074,760,5,2,-2,1,1,9301.6
-11.712985,9912.397,281.10208,1306.8662,36.785355,1810,1,2,-2,0,3,6988.97
-0.17178728,2499.493,690.24664,830.53906,3302.017,990,5,5,-2,1,2,7878.41
1.0679168,5657.4805,957.8268,-364.92334,41.154816,1500,3,2,-2,0,3,5856.53
0.26393443,3442.1504,701.5342,177.37306,1875.8691,1120,3,1,-2,1,2,6336.75
-16.77508,10089.998,2434.651,5848.0825,2702.7595,3080,5,2,6,1,4,21185.62
0.003198926,2153.9485,538.4692,1346.4149,-20.524626,630,1,2,-2,0,1,2652.43
0.3546867,2418.6663,1255.4515,610.6282,1518.7283,750,5,5,-2,1,2,7839.11
-1.3378345,8357.131,1315.7528,5703.435,1388.9741,1500,5,3,-2,1,2,19105.09
1.6699206,4084.378,4399.4727,1443.0635,1758.3008,2100,5,2,-2,1,3,10270.09
2.8316028,8216.67,3486.434,6895.41,95.54028,2100,5,2,-2,0,3,24931.75
-0.19962727,4100.6914,791.5063,-280.7069,1867.74,660,5,5,-2,1,1,6027.74
0.17766948,3503.8481,-91.33886,882.5201,33.774635,1410,2,2,-2,0,3,4909.08
-0.33175522,5903.4697,104.7688,873.41077,37.007812,1850,1,2,-2,0,3,8991.24
0.077005826,2895.5833,54.752144,105.072784,-13.140015,1200,1,3,-2,0,3,4465.55
-8.352196,8552.805,26.88488,2322.1345,6432.716,3180,1,2,-2,1,4,16048.23
0.5122766,980.163,4434.7485,-95.4706,1400.4714,1200,5,4,-2,1,1,7018.11
2.2215471,4309.625,1166.8872,696.6602,1120.8556,1050,5,3,-2,1,2,6454.66
5.2472014,7027.4526,-155.56064,94.58508,766.55884,3110,1,2,-2,0,3,4517.83
-0.72371966,1365.25,1505.4677,1195.9552,1798.4896,590,5,5,-2,1,0,6195.3
0.4420354,2251.921,2125.0767,462.25925,5017.4795,750,5,4,-2,1,2,14521.5
-8.010416,12125.403,-8.263926,2486.5889,34.408375,2440,1,2,-2,0,2,21459.66
0.62479144,4290.5884,-62.15326,-17.658432,2426.9504,2500,1,2,-2,1,4,11591.02
-0.03937704,5268.3335,-79.52122,391.63382,-48.543327,1890,1,2,-2,0,3,4306.91
1.3212097,4850.598,-51.508137,-37.266678,604.4696,2550,1,2,-2,0,4,5702.46
1.766844,8154.4185,-9.449392,1153.379,37.522827,2700,1,2,-2,0,3,8300.84
3.456806,4964.932,1976.3892,6466.2495,5253.92,970,5,2,-2,1,2,19993.8
0.5892353,4836.429,5.9611998,2251.0781,-14.960521,1250,1,2,-2,0,3,6740.6
-0.07205599,2831.4448,-1.938988,1564.2341,-44.336563,1470,1,3,-2,0,2,3348.33
0.6043508,3749.2703,2871.8647,2706.9407,4709.584,1200,5,2,-2,1,3,12455.63
-2.1780815,7926.7056,61.77345,8499.017,-50.043648,2300,1,2,-2,0,3,17459.78
0.15279447,5008.3945,632.47534,1065.4622,3027.4966,2800,7,2,-2,1,2,13508.14
-0.004907229,3947.5022,8.284986,997.76733,30.590403,920,1,2,-2,0,3,4898.68
0.6017096,5553.604,1921.3511,4175.9463,-54.83085,1000,5,2,-2,0,3,8677.75
7.018159,7495.2334,5446.1665,2642.8245,75.8039,2300,1,2,-2,0,5,21029.02
-0.03519261,3565.5254,226.63515,1420.879,1303.7548,1800,1,2,-2,1,3,6570.8
-12.049695,3857.239,5225.622,5396.718,2505.1277,2240,5,1,-2,1,3,20543.03
0.15861036,3622.194,31.63171,690.6972,38.149727,1580,3,2,-2,0,3,4560.11
4.1671414,7227.8506,-48.07943,1009.18823,-61.34263,2500,1,2,-2,0,3,6206.85
-3.674509,7539.978,9009.948,2983.2515,5112.811,2130,5,2,-2,1,4,28577.2
0.89326423,9657.525,53.94586,3151.8435,39.137527,1800,1,2,-2,0,4,17688.31
-0.40360862,4238.475,-94.134834,1690.0106,124.17383,1070,1,3,-2,0,2,5556.22
-1.1762578,7701.202,1041.5922,4565.0386,-29.38904,1900,1,2,-2,0,3,10785.24
-1.9060714,6068.9673,55.99375,2626.1191,2734.7405,1300,1,1,-2,1,3,11957.24
-3.309951,5698.7983,266.1361,1721.6368,2651.2988,730,7,2,-2,1,3,9221.25
157.13525,9872.248,3072.9985,2355.416,-38.803093,1710,1,2,6,0,4,13165
0.30052626,1443.2787,3553.3647,65.39041,-147.81487,860,5,5,-2,0,2,9778.08
322.29913,9743.899,-16.384491,1343.5305,34.471375,3100,1,2,-2,0,4,9504.12
-46.86352,4277.095,432.68182,3261.9673,-36.93053,2400,1,2,-2,0,2,10387.44
-0.20288147,2605.0762,709.15656,1057.4354,-20.835457,1720,1,3,-2,0,3,4097.95
-0.24336593,4480.8794,-29.05277,537.7435,-32.003136,1950,1,2,-2,0,2,6107.21
1.0122129,3398.6174,-62.09518,800.8239,1977.0988,1750,1,2,-2,1,2,10652.82
0.45646304,6930.513,51.77122,-25.970917,3449.6523,840,-2,2,-2,1,2,13418.24
-15.700624,9877.8955,-51.22524,5443.454,-85.69935,2300,1,3,-2,0,4,17591.51
0.8881796,1058.4229,1743.0322,634.2959,1726.7688,930,5,5,-2,1,2,5146.57
-60.233578,9947.072,107.010475,4952.344,312.03473,7600,1,2,-2,0,4,21112.36
8.619056,7245.3804,-29.510344,3944.5771,59.47982,2200,1,2,-2,0,4,12431.41
0.320307,3230.5598,107.514084,985.4209,2138.1985,1270,1,5,-2,1,2,7564.35
3.7932906,5918.435,-87.10911,3823.6467,4244.1064,1580,5,5,-2,1,3,16388.57
3.4787097,2858.8508,1671.686,4414.671,1322.2015,2100,5,2,-2,1,3,9809.48
0.3568298,1952.3218,-65.0711,551.8946,44.30052,460,1,5,-2,0,1,6376.15
0.005349454,6500.848,18.820677,1012.6293,-18.341461,1500,3,2,-2,0,3,7421.44
34918.996,10940.524,-25.61362,1420.6716,7.3850646,3200,1,2,5,0,4,7552.32
-0.77905214,5176.049,3079.1184,904.1828,-12.92145,2000,3,2,-2,0,4,15082.78
-23.414705,21556.785,147.10126,19738.578,2120.7644,5250,-2,2,12,1,5,44333.44
-0.37343547,4229.5176,4177.0312,-331.18362,3018.2913,2180,5,2,-2,1,3,11034.52
1.6432383,7007.353,17.477123,955.6368,-22.87858,3050,1,2,-2,0,6,9762
1.7316381,7663.503,-26.070473,1008.54865,6360.425,2180,1,2,-2,1,4,10406.58
-2.1114073,9775.034,4468.653,123.268295,2875.07,3500,5,2,-2,1,5,16428.96
0.82870746,7692.9346,-4.001106,2387.3154,-2.1015563,1900,1,2,-2,0,3,10881.45
55.902206,6199.6104,39.154488,3259.6675,-159.08612,1300,1,3,4,0,3,12723.62
2.4549363,9167.814,93.93055,690.963,3167.636,1770,2,2,-2,1,4,15265.97
-0.26773068,3745.6995,3120.1057,1911.8717,2332.257,1000,5,2,-2,1,3,15020.38
-0.7193511,2410.9402,-97.109375,743.3329,1201.6846,1500,7,2,-2,1,3,4451.23
-1.6091673,8285.837,11.889446,7548.7324,141.11404,1900,1,2,-2,0,3,14649.1
12.165898,9784.922,6771.6406,3413.2078,2523.3208,3000,5,2,3,1,4,23432.39
0.29055032,4917.6753,6853.448,1319.265,2974.036,1570,5,2,-2,1,4,19706.62
0.8005565,1789.4674,289.569,-123.48032,1805.7649,1150,1,2,-2,1,1,7140.55
1.1247941,5213.705,-18.417255,1325.582,214.23761,1350,1,2,-2,0,3,8971.1
2.0440826,5323.7866,6585.347,1375.5774,1701.6259,1600,5,2,-2,1,3,16956.41
2.166717,2137.3037,1450.3352,1700.2297,2187.3872,1100,5,5,-2,1,2,11974.2
0.2625469,4279.2886,423.61563,907.1556,16.099854,2100,1,2,-2,0,4,6692.97
-4.0075016,28942.316,248.41313,6910.915,23.06422,5000,1,2,5,0,4,36076.67
-2.17938,1480.903,-8.807126,2442.243,26.93081,1150,1,4,-2,0,2,4765.68
-0.114557154,4478.7715,-45.303905,1330.0225,-99.69631,1910,1,2,-2,0,3,6014.47
0.6505913,2707.6765,5155.328,1478.241,3232.702,1580,5,1,-2,1,3,14286.68
-0.77835786,4554.898,3816.8518,-299.2478,1408.3967,1470,5,2,-2,1,3,11646.64
-0.037000902,4965.8975,1555.5742,3596.547,2652.7,1300,5,4,-2,1,2,9574.14
2.1461477,3948.8652,-115.52123,805.3705,1712.2698,2700,1,2,-2,1,2,8935.67
0.3812447,5459.009,4880.8984,4876.123,5569.4805,2180,5,2,-2,1,3,23872.29
0.12285044,3867.867,8.075276,-132.39796,82.36081,1570,1,2,-2,0,3,3993.54
0.7119562,6641.487,127.88513,42.64095,-36.6593,1300,1,2,-2,0,2,12863
-0.8879637,3102.3726,60.8445,1076.6643,2706.183,1460,1,2,-2,1,2,6503.65
-2.1265604,6722.413,5620.4473,343.1563,4360.5923,2800,1,2,-2,1,3,15854.57
0.14953032,4700.694,-15.45337,2750.5056,-71.61108,1150,1,5,-2,0,2,6776.83
-393.3592,7624.617,22.789402,697.8714,179.17961,1600,1,2,-2,0,3,9218.06
0.73828644,3144.226,52.39498,502.61343,-57.90672,1550,7,2,-2,0,1,3238.45
0.48487264,4049.4492,1857.9805,4811.627,-8.840962,1700,1,3,-2,0,4,15929.9
0.09982842,1184.4224,3318.1106,-9.666253,1368.5354,1000,5,5,-2,1,0,8170.89
0.000728958,2697.1438,226.65962,62.992004,126.13963,1630,1,2,-2,0,4,6459.45
0.80124265,2185.519,10375.024,1363.0591,1444.8693,800,5,2,-2,1,1,21077.33
-0.18080436,734.7315,-168.1108,69.499825,2000.8721,850,-2,5,-2,1,2,1629.3
1.1689316,4019.4714,846.4434,3890.332,2669.1191,1200,5,4,-2,1,2,15193.48
-0.03367218,6369.7847,-11.721188,1076.6525,12.123302,1790,1,2,-2,0,3,5837.76
-0.026981845,2266.6094,-16.857864,728.8298,-44.858566,1700,2,3,-2,0,2,2313.44
12.438372,9874.919,50.48367,2625.4822,-103.937645,2040,3,2,4,0,4,14998.19
4.810764,6372.881,4546.162,2481.6335,35.27951,2800,1,2,-2,0,5,13588.86
0.071085475,2359.1477,-349.28207,116.19553,-41.217445,550,1,4,-2,0,2,2265.22
-0.28359416,5681.0586,58.692024,2858.671,217.1825,710,1,5,-2,0,2,11530.02
-1.046168,9248.033,-0.8564966,5077.1416,30.37008,2800,1,2,-2,0,4,13697.18
4.9399242,5210.4595,4733.885,1572.4456,2342.7888,1700,5,2,-2,1,2,9912.77
-0.25041375,6031.096,-107.1008,1219.9938,86.45375,1830,3,2,-2,0,3,8748.3
-0.09592627,1869.5304,1806.3011,939.3959,1675.5356,650,5,5,-2,1,1,9155.52
97.81076,10534.755,626.4761,5516.109,4144.811,2500,1,2,-2,1,5,16060.09
0.7562042,6257.195,333.16748,712.63995,-140.14822,740,1,2,-2,0,4,4496.07
0.26692575,3790.367,7264.6875,2600.6252,4816.3438,2500,5,2,-2,1,2,22794.64
0.24333282,4650.7563,5329.1475,15.615494,3286.6619,1000,2,2,-2,1,2,12722.97
-1.0427113,4027.8892,19.736164,580.7105,1911.5284,1300,5,5,-2,1,2,5477.6
0.2881198,6369.0195,14.177397,557.50714,-10.602956,1800,2,2,-2,0,3,9516.42
-1.3073899,6747.136,4115.605,3842.2993,5595.027,2080,5,2,-2,1,4,16526.24
0.066917755,4687.3164,6699.374,-29.212162,3667.5715,2000,5,2,-2,1,2,14136.08
1.0695974,4625.7236,-41.649113,-544.44885,97.38557,1220,1,5,-2,0,1,9045.67
-0.09847969,4123.885,701.98346,2641.0625,1635.8878,980,5,3,-2,1,2,7356.05
9.535199,9255.659,1627.348,4726.7637,1553.843,1800,5,2,12,1,3,16152.82
-11.484557,4172.8945,88.88255,753.22266,982.48785,3700,-2,2,-2,1,6,4133.12
1.3241544,2965.0537,28.11268,589.1419,4183.6597,500,-2,2,-2,1,3,5525.07
-2.1291182,6633.364,-13.657937,1717.8348,0.39683414,1600,1,2,-2,0,3,7815.21
-8.819383,12701.5625,81.9444,8541.093,193.86417,6300,1,2,-2,0,5,15769.1
0.37246174,3506.3755,3462.0996,1929.7463,4253.807,1600,5,2,-2,1,4,18095.82
-0.37136996,3139.776,1745.5208,1274.3501,2023.7213,1700,1,2,-2,1,3,5677.76
-0.29058605,3705.3965,-5.154203,-928.6596,-33.624,1200,1,2,-2,0,2,1450.29
0.56324804,4284.968,-222.70247,2475.7146,285.03992,2010,1,2,-2,0,3,6638.06
0.8177447,1969.1625,-43.405495,355.82245,-152.41406,720,-2,5,-2,0,1,2179.75
3.7231247,3123.8237,5.112911,4571.1685,2103.292,1900,1,2,-2,1,3,12502.8
0.8784088,5136.083,-84.074684,752.0211,482.87296,1800,3,2,-2,0,3,5555.92
-39.340546,5897.5967,6999.558,1901.082,3269.6946,2200,5,2,5,1,4,22114.75
-0.06358635,6043.513,901.93604,2752.1038,12.429054,1000,1,2,-2,0,3,12219.48
0.4414216,4939.08,58.53081,1351.6746,6384.448,1600,2,2,-2,1,4,18545.33
-0.004814639,1936.2162,-126.55021,825.4288,2820.161,750,2,4,-2,1,2,7160.39
-4.156713,6917.7827,5880.7705,1492.9869,2761.7173,650,5,1,-2,1,2,14330.14
-0.20366018,5151.5723,3445.3718,3344.3147,3727.7969,1260,5,1,-2,1,4,14957.17
0.5629896,3145.5708,72.79628,1709.6398,1385.3708,780,1,2,-2,1,1,6320.76
0.68847084,935.41656,-133.16689,193.81506,745.1647,400,-2,5,-2,1,0,3779.77
0.11753444,6608.9575,30.531258,3699.111,-40.49271,1500,1,2,-2,0,2,14441.28
-0.25020614,5614.062,61.092804,2886.5325,107.29527,1300,3,2,-2,0,3,7564.25
-0.68956256,5791.96,320.64774,1457.9817,-51.41493,1400,1,3,-2,0,2,9390.53
1.1316341,552.5836,-101.2054,-102.17133,955.9481,420,-2,5,-2,1,1,2687.61
0.28801042,2062.462,-12.835211,993.1337,-18.580818,1200,1,5,-2,0,3,2131.73
-0.36467516,2391.892,72.96978,515.0007,-188.52306,750,1,4,-2,0,2,3578.03
0.055752084,2954.302,3395.0476,1351.9542,1117.9685,1000,5,3,-2,1,2,14192.1
4.118879,5191.2554,4288.4727,3821.9546,9369.339,1560,5,2,-2,1,3,25767.72
1.049553,3950.7078,196.99629,1252.5703,-220.75763,500,1,4,-2,0,1,4433.79
0.29298308,2977.0664,18.704498,716.76306,-28.671392,2000,1,2,-2,0,4,5733.56
-0.067482665,6435.5234,5829.1465,2148.3494,2933.3542,1800,5,2,-2,1,4,12277.04
0.246282,7054.0103,3893.1934,2104.9104,2625.603,1750,5,2,-2,1,3,15658.18
3.6034758,4740.668,87.427826,2452.2722,12.775921,1800,1,2,-2,0,3,7331.6
-9.215105,4522.1836,12419.66,6388.7847,1325.796,2800,5,2,-2,1,4,31804.82
0.37432298,6097.013,2.293073,1196.0392,108.73882,2610,1,2,-2,0,5,7576.84
-6.861416,10543.746,-62.838013,834.75366,244.7773,2800,7,2,-2,0,4,13342.88
2.1630132,7632.3403,842.37036,1650.3182,-34.656193,1200,1,2,-2,0,3,9700.92
0.5664954,5751.772,-33.618076,1955.7926,169.91919,1200,1,2,-2,0,3,9785.12
-0.023216259,2650.7117,6.0319734,2154.2727,3.3397667,1150,1,3,-2,0,3,3786.81
-0.3649307,5296.9937,-3.885496,1684.4235,57.95973,1730,1,2,-2,0,2,6341.91
1.2571691,3972.897,-65.16261,1147.9154,-11.503052,1300,1,2,-2,0,3,9781.49
1.105841,4289.023,23.525627,3076.1206,-52.426495,1200,1,2,-2,0,2,6108.12
0.2156121,3422.4282,753.3129,1209.46,2267.8042,620,5,5,-2,1,1,4934.57
0.743365,4707.4624,70.95446,1516.0527,3311.7388,1250,1,5,-2,1,2,8682.1
0.05457432,4131.4565,9830.492,608.30774,1750.086,1700,5,2,-2,1,3,15905.82
2.5691783,6173.5356,-13.162992,2461.3206,-74.2448,1400,1,2,-2,0,3,9695.9
-0.021822188,2763.9097,9487.39,923.5279,1420.7723,1320,5,3,-2,1,3,15541.2
0.45099536,8092.2866,208.73958,1755.315,-48.46206,2160,1,2,-2,0,4,10226.99
-20.17548,7247.0356,-22.331142,2882.143,-101.45455,1600,1,2,-2,0,4,11426.34
0.17780654,6355.1465,-121.24169,4573.564,1917.644,1490,1,2,-2,1,4,8993.92
0.49584523,2072.7307,1140.1824,434.71915,3725.5015,650,5,5,-2,1,2,10448.42
0.17894809,2350.9563,2687.7585,1502.127,3336.0066,900,5,5,-2,1,2,10762.05
-1.0094881,3323.921,1039.0559,773.6437,1896.4019,960,5,5,-2,1,2,6994.29
-0.17291622,2275.9858,1231.4686,1501.7979,1596.4924,1050,5,4,-2,1,2,7217.41
0.22644383,4518.477,2284.2952,2503.0715,4946.9575,1800,5,2,-2,1,3,17406.94
0.35401255,1655.4823,2711.2878,468.65143,1821.9755,760,5,4,-2,1,0,8314.93
0.7819131,2808.8027,1578.9573,1784.8545,1790.5216,1380,1,3,-2,1,3,8434.34
1.0510671,3686.6006,-117.51179,1445.6165,2101.3054,1440,1,5,-2,1,3,7058.22
1.0874245,6197.1924,386.02902,1597.1912,30.49682,1800,1,2,3,0,3,7782.65
0.93933874,6410.359,0.01050967,425.81696,26.648092,2200,1,2,-2,0,3,8021.48
0.27396062,1087.003,-83.97928,-115.108955,547.5965,380,-2,4,-2,1,1,1777.29
0.23143752,5302.5073,7684.2646,1108.9478,2904.3694,980,5,2,-2,1,2,21904.38
0.81615084,3416.242,243.00444,1184.0361,-99.697815,800,1,5,-2,0,1,4429.92
0.26154888,6223.2163,844.1573,901.11224,2.801359,1970,3,2,-2,0,3,6359.86
1.0904778,5084.185,963.7159,1896.2281,54.844704,1950,1,2,-2,0,3,16956.42
0.5930881,7865.8066,-10.463642,2452.666,-98.43055,2100,1,2,-2,0,3,15274.06
0.45322776,4055.1667,-16.289494,2498.9006,16.329443,1880,1,2,-2,0,4,4785.31
0.015365902,4739.0674,695.8404,1777.6287,1828.6398,800,1,2,-2,1,2,10860.67
-1.4278924,9896.949,19.278183,576.91675,202.86655,1270,1,2,-2,0,4,14260.83
-0.03394903,1938.7493,1545.8756,718.6461,1493.2701,500,5,5,-2,1,1,5028.07
-0.34445137,1931.7924,-50.066566,903.2045,-57.307472,860,1,5,-2,0,2,4337.28
-5.734122,6710.2104,198.21718,2300.543,-70.82317,1100,1,2,-2,0,3,10018.76
0.5390682,3458.6829,2081.058,-174.69196,-65.3294,1350,1,2,-2,0,3,7893
0.8669797,1476.3043,31.325466,578.5723,1031.7524,1990,1,2,-2,1,3,3608.94
2.7652318,6454.4297,6957.972,1978.1881,-363.49316,2000,5,2,-2,0,3,22386.18
0.18030739,3651.5618,6295.1177,989.1088,3661.27,1400,5,2,-2,1,3,16538.41
-0.16384454,2197.6924,5725.941,2707.8977,1327.8448,2000,5,2,-2,1,2,17610.77
0.9161611,4996.277,3072.4182,2644.6614,3586.761,1200,5,2,-2,1,3,16089.88
-7.106753,9595.588,79.66028,7995.704,1632.0796,3200,2,2,-2,1,4,24315.35
0.12951605,5281.7817,-11.827238,2301.628,3025.3252,2200,1,2,-2,1,3,13555.89
-0.8108637,4915.6797,692.6335,3956.528,-0.037888765,1090,1,2,-2,0,2,11041.23
1.0631092,6307.0254,6.528872,1031.5698,-34.80607,1800,1,2,-2,0,4,12286.94
-7.1636257,6604.9893,5325.875,1844.4944,-101.58529,1800,5,2,-2,0,4,11529.42
-5.1499023,16382.976,-23.759335,4720.593,5635.885,5600,1,2,-2,1,6,32516.99
-0.22894226,1999.4492,-30.752708,892.388,53.632664,600,1,5,-2,0,1,3168.31
-1.4786975,8223.407,10.241241,1041.5422,2102.7612,2000,2,2,-2,1,3,11154.43
-0.19594122,1533.9487,1327.4531,419.08823,860.3784,900,5,5,-2,1,2,5249.89
0.5210082,5926.3677,1542.2101,4154.2285,28.215233,1470,5,2,-2,0,3,10015.03
0.9863145,1518.3312,618.80695,650.783,2267.0923,800,5,5,-2,1,1,6491.35
3.7208958,6577.1274,7453.3345,1731.8173,3747.7695,4000,5,2,-2,1,3,15484.16
162.91092,6207.456,-0.9890372,3017.3208,9.89071,2700,1,2,-2,0,3,7344.24
0.5831734,5336.8564,-10.283561,2080.0466,-13.792815,3100,1,2,-2,0,4,8256.88
1.5271899,5538.431,-10.960787,1463.2069,129.67172,1600,1,2,-2,0,3,10453.48
-0.31191784,7226.813,-17.974985,2566.7617,190.14377,2500,1,2,-2,0,4,12718.89
-0.32082936,4028.5786,-73.54225,955.9164,1673.3064,1200,1,5,-2,1,2,5475.87
-0.018702809,5752.7983,33.49279,2773.939,40.416664,1770,1,2,-2,0,3,8036.53
-4.3104887,11317.115,190.03271,2017.6017,25458.22,3000,2,2,-2,1,3,40686.7
1.2771963,5397.306,286.46906,159.29398,-12.891713,990,1,5,-2,0,4,5635.91
-0.85408366,4034.9194,4282.236,832.2921,1898.7709,1400,2,2,-2,1,3,9654.34
1.1974744,7021.6235,6048.2627,1023.27203,6737.066,2970,7,2,-2,1,4,23254.42
0.7186645,5951.9727,-22.966757,3252.5632,3446.9004,1740,1,2,-2,1,3,20091.16
1.2657247,2466.7986,1146.3251,868.92664,-199.02206,710,5,5,-2,0,1,4438.63
25.57443,7541.0244,-21.676876,1665.9915,25.300827,1400,1,2,-2,0,3,9693.01
-1.3379313,3722.003,5182.081,227.13771,3533.7656,2020,2,2,-2,1,4,11508.54
-2.6256444,5443.943,1585.3761,1893.7001,40.944897,2200,1,3,-2,0,3,6537.49
-1.5102708,4620.4653,9552.133,2447.4119,4132.8804,2400,5,2,-2,1,4,23798.33
0.26405212,3500.8474,-11.275202,404.40634,57.779503,1320,1,3,-2,0,2,2724.57
5.2019987,6943.0635,9021.998,2573.8857,2462.2349,2600,5,2,5,1,4,26926.27
0.70116246,6404.738,-36.336205,1601.2461,4413.384,1700,3,2,-2,1,4,15500.45
0.8312983,1975.5275,-77.55833,425.51855,1844.3026,1200,2,5,-2,1,2,4407.95
-1.2785406,3259.367,3677.891,3407.28,2939.9822,2000,5,5,-2,1,3,14862.28
1.2628726,6610.0645,4268.1763,1925.346,4806.053,1400,5,2,-2,1,3,17482.93
0.67115605,2774.8633,243.33249,29.70397,110.818855,700,1,5,-2,0,1,5072.01
-0.4764066,3012.3816,1768.9641,924.051,4441.5415,760,5,5,-2,1,2,10174.24
1.0461208,6893.105,174.46506,1881.7026,-64.20324,1700,1,3,-2,0,3,11678.15
-38.84259,6277.159,-169.54253,2067.0195,66.78295,2320,1,2,-2,0,3,10858.43
0.054625206,6316.4766,36.37277,2595.4788,188.25536,1650,1,2,-2,0,3,16255.92
-0.5135974,5927.1104,160.20146,1865.9965,182.37971,2000,1,3,-2,0,3,6670.84
0.3997252,6038.4624,-6.3505363,2772.1064,402.69086,1580,1,2,-2,0,2,7880.67
-0.4285362,2231.6145,4209.994,657.19073,1390.2347,650,5,2,-2,1,2,7205.29
-2.0327961,6175.901,54.270172,156.31895,157.41783,1800,1,2,-2,0,4,7270.39
0.5042841,3682.8071,82.58362,2532.1646,3937.0103,1200,-2,5,-2,1,2,7696.15
3.8720534,6189.91,2183.6094,1709.6198,1746.3799,1330,5,2,-2,1,3,11597.16
-0.03571458,2598.0198,-49.598785,1315.25,1312.6156,1150,1,3,-2,1,2,6185.97
-0.6436148,2650.9402,188.87352,953.55255,-145.32909,1200,1,2,-2,0,3,7444.06
-0.55204916,3423.603,-46.975567,632.3426,-136.52307,1200,1,3,-2,0,2,2308.65
-5.0387626,3784.8574,22.2676,-195.96118,5546.566,530,-2,4,-2,1,2,10541.77
-0.478689,4302.834,5.5959945,1962.2117,1344.2817,2600,1,2,-2,1,3,6743.05
8.47914,7255.0264,11612.079,1189.5831,8248.131,3000,5,2,-2,1,5,31196.13
-33.528427,7686.095,-2.5108323,5350.732,186.50175,2700,1,2,-2,0,4,12324.73
0.11377519,3221.7058,3166.3818,5527.6323,4911.6367,1800,5,2,-2,1,3,18255.39
6.4312882,3297.1663,1830.9105,867.7896,-21.371954,2020,3,2,-2,0,2,4474.86
9.127652,5374.4775,7251.3506,2701.7725,2780.15,3700,5,2,-2,1,5,17684.38
1.5085896,6351.6836,235.72522,3456.4446,217.02237,1950,1,2,-2,0,4,12976.18
-2.0918758,6373.9385,4.549844,1335.4095,122.34672,2900,3,2,-2,0,4,7763.92
110.63335,8051.2983,92.68583,1673.0411,80.92956,1350,1,2,4,0,3,10812.71
-0.15751721,3913.1152,698.19977,-189.55548,4499.934,500,5,5,-2,1,1,11812.75
-41.099888,5946.9336,-61.134518,2059.133,-40.65776,1800,1,2,4,0,4,8837.63
0.34429595,7796.9,43.318775,1625.3934,31.404736,2800,1,2,-2,0,6,11985.81
-1.840213,5131.765,4765.506,3374.8745,2825.2793,2000,5,2,-2,1,3,15017.48
-0.43631,1062.7925,1622.0022,512.95044,325.9648,700,3,5,-2,1,1,4792.52
1.4090738,4716.9033,232.55194,3502.4575,-62.648544,1800,1,1,-2,0,2,17193.75
36955.04,14645.742,32.098343,6905.387,63.235085,4650,1,2,6,0,5,21350.45
-3.5979636,4416.7,2537.0864,89.14776,1771.1365,650,5,4,-2,1,2,8799.1
0.45732957,4390.7285,2922.3613,2100.3298,3238.721,1180,1,2,-2,1,3,16269.3
0.8026417,1628.2902,489.96127,1109.5264,-78.02814,900,5,5,-2,0,1,3931.86
0.5751418,2438.0696,3291.694,49.112972,2601.9556,1250,5,4,-2,1,3,5974.42
1.042306,2618.9324,1440.5763,3550.9402,1315.2311,1000,5,1,-2,1,2,7971.42
0.091915146,929.75085,-41.556408,593.11383,40.149048,600,1,5,-2,0,1,3271.4
